dataset,num_and_cat,explain_instance,rule_lux_ablation,rule_lux_pure,rule_lux_proba,rule_lux_shap,rule_EXPLAN,rule_LORE,rule_Anchor
vehicle,./data/numerical_only/balanced,"[[ 1.86175533e+00  1.64416792e+00  1.26323334e+00  1.76673914e-03
  -1.35647041e+00 -5.58307679e-01  2.17186014e+00 -1.78479703e+00
   2.09111611e+00  1.17192389e+00  2.43415452e+00  2.43554645e+00
   2.22265003e+00  1.54196476e+00  7.37050516e-01 -1.79172968e-01
  -8.00710985e-01 -1.69918060e+00]]",{'f_5': ['<-0.014651719480752945']},{},{},"{'f_5': ['<-0.2694397270679474'], 'f_17': ['<0.41017843782901764'], 'f_13': ['>=-0.23793456703424454']}","{'f_2': ['>=0.19673258811235428'], 'f_3': ['>=-0.20023687928915024'], 'f_0': ['>=-0.5438201427459717'], 'f_13': ['>=0.23096837103366852'], 'f_9': ['>=-0.4332197606563568'], 'f_10': ['>=2.290734052658081']}","{'f_3': ['<2.007990777492523'], 'f_17': ['<-0.8730060756206512'], 'f_0': ['>=0.7073865830898285'], 'f_12': ['>=-1.5113112330436707'], 'f_13': ['>=0.24390701204538345']}","{'f_13': ['>0.34'], 'f_5': ['<=-0.34'], 'f_2': ['>1.01']}"
vehicle,./data/numerical_only/balanced,"[[ 0.03906785 -0.95061545  0.43847583  0.7490974   0.03883341  0.09407947
   0.09513095 -0.37579456  0.16106567 -0.89603331  0.07568471  0.02315361
  -1.65102528 -1.26456592 -0.48359171  1.16522021  1.95889251  1.79807555]]","{'f_11': ['>=-0.06178980506956577'], 'f_4': ['<0.35594791173934937'], 'f_10': ['>=-0.7370312213897705']}",{},{},"{'f_2': ['<0.914297491312027'], 'f_17': ['>=1.2113757133483887'], 'f_4': ['<0.07205492630600929'], 'f_0': ['<0.4643615782260895'], 'f_12': ['< 1.1366024914752153 * f_1+0.0021562133850381803'], 'f_16': ['>= 0.9727040280272071 * f_17+0.057240692952582224'], 'f_13': ['< 18.73796177227487 * f_15+-5.4800973866293194'], 'f_11': ['>=-0.38985028862953186'], 'f_7': ['<0.12452705949544907'], 'f_10': ['>=-0.5298683643341064']}","{'f_2': ['<0.6913131177425385'], 'f_3': ['>=-0.3918996751308441'], 'f_4': ['<0.3037247359752655'], 'f_16': ['>=0.5230448842048645'], 'f_6': ['>=-0.40147821605205536'], 'f_13': ['<-0.9396457970142365'], 'f_10': ['<1.1086559295654297']}","{'f_15': ['>=0.8291219174861908'], 'f_3': ['>=-0.6001818478107452'], 'f_4': ['<0.6096394956111908'], 'f_0': ['<1.1381532847881317'], 'f_1': ['>=-1.3875162601470947'], 'f_12': ['<-0.4412456750869751'], 'f_16': ['>=1.7144258618354797'], 'f_13': ['<-0.848076194524765'], 'f_9': ['<0.67556032538414'], 'f_7': ['<0.455264687538147']}","{'f_13': ['<=-0.73'], 'f_8': ['>-0.22'], 'f_3': ['<=0.79']}"
vehicle,./data/numerical_only/balanced,"[[-0.56849464 -0.13974565 -0.89382476 -1.67225393 -1.48331621 -0.3408453
  -0.56701459  0.52084338 -0.6109545  -0.06885043 -0.56173956 -0.6337421
   0.43952965  2.07654203 -0.07671097 -0.85136956 -1.61235907 -1.83369045]]",{'f_0': ['>=-0.7507633864879608']},{},{},"{'f_17': ['<-1.7064629793167114'], 'f_12': ['>=-0.5807044357061386', '>= 1.6038962305175737 * f_0+0.35649897865288865'], 'f_13': ['>=0.33081312477588654'], 'f_7': ['<1.313407301902771']}","{'f_2': ['<-0.10078869760036469'], 'f_3': ['<-0.7280296385288239'], 'f_17': ['<-0.22328133136034012'], 'f_0': ['<-0.2976706475019455'], 'f_13': ['>=-0.6631664931774139'], 'f_7': ['<0.755383163690567'], 'f_10': ['>=-1.6134896278381348']}","{'f_2': ['<-0.0002098027616739273'], 'f_14': ['<1.3473716378211975'], 'f_3': ['<1.5841494798660278'], 'f_17': ['<-0.5381280481815338'], 'f_12': ['>=-0.8362201452255249'], 'f_13': ['>=0.4161412864923477']}","{'f_2': ['<=-0.77'], 'f_13': ['>-0.20'], 'f_11': ['>-0.68'], 'f_5': ['<=-0.34'], 'f_9': ['>-0.14']}"
vehicle,./data/numerical_only/balanced,"[[ 0.16058035 -0.30191961 -0.38628168 -0.80535037 -0.5953956   0.31154185
  -0.53691707  0.39275225 -0.6109545   0.06901339 -0.49799713 -0.57145026
  -0.48277399 -0.19541137 -0.89047245  1.16522021 -0.31372213  0.58748688]]",{'f_5': ['>=-0.014651719480752945']},{},{},"{'f_9': ['>=-0.941987931728363'], 'f_5': ['>=0.2060275673866272']}","{'f_11': ['<1.6767186522483826'], 'f_17': ['>=-0.06095104478299618'], 'f_1': ['<0.17647603154182434'], 'f_16': ['<-0.0868033729493618'], 'f_9': ['>=0.002073432675388176'], 'f_7': ['>=0.07252441113814712']}","{'f_2': ['>=-1.5047038793563843'], 'f_9': ['>=-0.2351198047399521'], 'f_3': ['<0.9041954576969147'], 'f_17': ['>=-0.4606016278266907'], 'f_0': ['>=-1.192889153957367'], 'f_12': ['<0.7717446088790894'], 'f_6': ['<0.36356037855148315'], 'f_13': ['>=-1.4650323987007141'], 'f_11': ['<0.31135284900665283'], 'f_7': ['>=-1.2563059329986572']}","{'f_9': ['>-0.14'], 'f_10': ['<=-0.31'], 'f_5': ['>-0.12']}"
vehicle,./data/numerical_only/balanced,"[[ 0.52511784 -0.95061545 -0.89382476 -1.43310812 -1.61016201 -0.3408453
  -1.04857498  1.28939018 -0.99696459 -0.41350996 -0.78483805 -1.013156
  -1.25136036  0.3391659  -0.48359171 -1.29950062 -0.47605175 -1.29565104]]","{'f_9': ['>=-1.4819545149803162'], 'f_6': ['<-0.8378923237323761'], 'f_0': ['>=-0.7507633864879608']}",{},{},"{'f_9': ['>=-0.5733066499233246'], 'f_0': ['>=-0.5617439448833466']}","{'f_11': ['<0.2213548943400383'], 'f_0': ['>=0.006054613273590803'], 'f_12': ['<-0.5566624402999878'], 'f_13': ['>=-0.4558580070734024'], 'f_9': ['<0.15407110005617142', '>=-1.206226885318756'], 'f_7': ['>=0.7129800915718079']}","{'f_3': ['<0.40664049983024597'], 'f_5': ['>=-1.258382499217987'], 'f_4': ['<0.3962835669517517'], 'f_0': ['>=-0.6821991205215454'], 'f_8': ['<-0.19927863031625748'], 'f_12': ['<0.475332647562027'], 'f_6': ['<1.1033980250358582'], 'f_13': ['>=-0.7438348829746246'], 'f_7': ['>=0.5613152384757996']}","{'f_0': ['>-0.08'], 'f_7': ['>0.65']}"
vehicle,./data/numerical_only/balanced,"[[ 0.52511784 -0.78844149 -0.3228388   0.06155319 -0.08801239 -0.55830768
   0.09513095 -0.50388569  0.16106567 -0.62030568  0.266912    0.09677123
  -1.03615618 -0.06176705 -0.48359171  0.49302362  1.63423328  0.72199673]]","{'f_4': ['<0.4827937036752701'], 'f_13': ['>=-0.12858921103179455']}",{},{},"{'f_5': ['<-0.423144593834877'], 'f_16': ['>=0.47357651591300964'], 'f_13': ['>=-0.8302218914031982']}","{'f_2': ['<-0.1642315834760666'], 'f_14': ['<1.754252314567566'], 'f_17': ['<0.8565065860748291'], 'f_4': ['<0.14468884468078613'], 'f_16': ['>=0.12670596316456795'], 'f_11': ['>=-0.052847012877464294'], 'f_7': ['<-0.25022291392087936']}","{'f_2': ['<0.5103956758975983'], 'f_5': ['<0.9005782306194305'], 'f_4': ['>=-0.864844024181366'], 'f_0': ['<1.7868719100952148'], 'f_1': ['>=-1.7819202542304993'], 'f_16': ['>=1.110605776309967'], 'f_13': ['>=-0.6143531799316406'], 'f_7': ['<1.88173508644104'], 'f_10': ['>=-1.471952199935913']}","{'f_16': ['>0.82'], 'f_5': ['<=-0.34']}"
vehicle,./data/numerical_only/balanced,"[[ 0.28209285  0.02242831  0.31159006  0.00176674  0.67306241  0.31154185
  -0.44662449  0.39275225 -0.6109545   0.06901339 -0.68922441 -0.50349554
  -0.02162217 -0.72998864  0.53361015 -0.51527126  0.49792595  0.72199673]]","{'f_3': ['<0.4053252935409546'], 'f_5': ['>=-0.014651719480752945']}",{},{},"{'f_9': ['>=-1.0142023265361786'], 'f_5': ['>=0.16029921919107437']}","{'f_2': ['>=-1.1793177723884583'], 'f_15': ['<1.3795155882835388'], 'f_9': ['>=-0.03129198960959911'], 'f_0': ['<0.8684068322181702', '>=-0.6896386444568634'], 'f_1': ['>=-0.791856586933136'], 'f_16': ['<0.5703873932361603'], 'f_11': ['<0.9858455657958984'], 'f_7': ['>=0.2668865770101547']}","{'f_11': ['<0.5310491323471069'], 'f_2': ['>=0.04643826372921467'], 'f_5': ['>=-0.9141247570514679'], 'f_4': ['>=0.0008895806968212128'], 'f_17': ['>=0.3641216605901718'], 'f_8': ['<1.2249107360839844'], 'f_12': ['<0.6273704171180725'], 'f_13': ['>=-1.7820836901664734'], 'f_9': ['>=-1.1089533865451813'], 'f_10': ['<1.3182873725891113']}","{'f_9': ['>-0.14'], 'f_10': ['<=-0.69']}"
vehicle,./data/numerical_only/balanced,"[[-0.69000714  0.5089502   0.50191871  0.27080578 -0.2148582  -0.12338291
   0.18542352 -0.37579456  0.16106567  0.27580911  0.36252564  0.11375991
   0.71622075 -0.59634433  1.34737163  0.38099086  0.49792595  0.45297703]]","{'f_14': ['>=-0.3818715214729309'], 'f_4': ['<0.7364853024482727'], 'f_0': ['<0.34284909069538116'], 'f_10': ['>=-0.3227054625749588']}",{},{},"{'f_17': ['<1.2600361704826355'], 'f_0': ['<-0.5088531970977783'], 'f_5': ['<0.20281066372990608']}","{'f_2': ['>=-0.09457888826727867'], 'f_14': ['<1.560214340686798'], 'f_3': ['>=-0.675470232963562'], 'f_17': ['<0.5874868780374527'], 'f_12': ['>=0.10118687152862549'], 'f_9': ['<1.4131855368614197', '>=0.2352747842669487'], 'f_7': ['<-0.18365785479545593']}","{'f_3': ['>=-0.8962771594524384'], 'f_17': ['<0.9710723459720612', '>=-1.572278380393982'], 'f_4': ['<1.1669380068778992'], 'f_0': ['<-0.4819658249616623'], 'f_1': ['>=0.31601734459400177'], 'f_16': ['>=-0.44330431520938873'], 'f_13': ['<1.2935959696769714']}","{'f_0': ['<=-0.69'], 'f_8': ['>-0.22']}"
vehicle,./data/numerical_only/balanced,"[[-0.93303214 -0.13974565 -1.08415342 -1.19396231 -0.7222414  -0.55830768
  -0.50681954  0.52084338 -0.6109545   0.13794529 -0.6573532  -0.61675342
   0.07060819  1.40832044 -0.48359171  0.04489256 -1.77468869 -1.6991806 ]]","{'f_6': ['>=-0.7626485228538513'], 'f_5': ['<0.09407947212457657']}",{},{},"{'f_13': ['>=0.9405653476715088'], 'f_12': ['>=-0.152554951608181']}","{'f_2': ['<-0.10078869760036469'], 'f_17': ['<-0.20150065422058105'], 'f_0': ['<1.071924090385437'], 'f_16': ['<0.34519337117671967'], 'f_13': ['>=0.34485115110874176'], 'f_9': ['>=0.004669916939747054'], 'f_7': ['<1.1564590334892273']}","{'f_2': ['<-0.11325502395629883'], 'f_14': ['<2.887335240840912'], 'f_4': ['>=-1.885069191455841'], 'f_17': ['<-0.40494513511657715'], 'f_0': ['<0.5049864053726196'], 'f_12': ['>=-2.651729106903076'], 'f_13': ['>=-0.10923553071916103'], 'f_9': ['>=-1.4377266764640808'], 'f_10': ['>=-1.5905359983444214']}","{'f_2': ['<=-0.77'], 'f_13': ['>0.34'], 'f_7': ['<=0.65'], 'f_5': ['<=-0.12'], 'f_9': ['>-0.14'], 'f_4': ['<=-0.60']}"
vehicle,./data/numerical_only/balanced,"[[-0.56849464  0.18460227 -0.25939591 -0.56620456  0.16567921  0.52900424
  -0.26603935  0.26466111 -0.22494441  0.82726436 -0.59361077 -0.41288923
   0.03986474  0.07187726 -0.28015134 -0.4032385  -0.63838137 -0.21957223]]","{'f_10': ['<-0.25896303355693817'], 'f_5': ['>=-0.23211409896612167']}",{},{},"{'f_9': ['>=0.5030100494623184'], 'f_5': ['>=0.30991899967193604']}","{'f_11': ['<0.3754032403230667'], 'f_3': ['<0.8168943524360657'], 'f_17': ['>=-0.4985838383436203'], 'f_8': ['<0.9069528579711914'], 'f_12': ['<0.2986576408147812'], 'f_9': ['>=0.0014500647157547064'], 'f_7': ['>=-0.8530874848365784']}","{'f_2': ['>=-0.7116557359695435'], 'f_5': ['>=0.19567367434501648'], 'f_17': ['>=-0.7921279966831207'], 'f_0': ['>=-1.6638025641441345'], 'f_8': ['<1.312865972518921'], 'f_12': ['<1.6897462606430054'], 'f_16': ['<1.5429757833480835'], 'f_13': ['>=-1.6805145740509033'], 'f_9': ['>=0.4967247396707535'], 'f_7': ['>=-1.389209508895874']}","{'f_9': ['>0.76'], 'f_10': ['<=-0.31'], 'f_5': ['>-0.12']}"
vehicle,./data/numerical_only/balanced,"[[ 1.74024283  1.48199396  1.45356199  1.01813643  0.03883341  0.52900424
   0.99805668 -1.01625022  0.93308585  1.10299199  0.87246505  0.95186822
   1.85372858 -0.59634433  1.14393126 -1.07543509  0.17326672  0.58748688]]","{'f_14': ['>=0.33016978204250336'], 'f_17': ['>=0.3857221007347107'], 'f_4': ['>=-0.4051268994808197'], 'f_6': ['<1.0281542241573334'], 'f_13': ['<-0.3958778530359268'], 'f_10': ['>=0.6334309577941895']}",{},{},"{'f_4': ['<0.816260427236557'], 'f_17': ['>= 0.7716247610767382 * f_16+-0.3248020972956986'], 'f_0': ['>=1.5485868453979492'], 'f_12': ['>=1.161153256893158']}","{'f_2': ['>=-0.007719807559624314'], 'f_5': ['>=0.32213740050792694'], 'f_12': ['>=1.5592203736305237'], 'f_9': ['>=0.40857066214084625']}","{'f_2': ['>=-1.8338908553123474'], 'f_3': ['>=-1.4932142496109009'], 'f_17': ['>=-0.5181049108505249'], 'f_0': ['>=1.3634783029556274'], 'f_12': ['>=0.08289515599608421']}","{'f_12': ['>0.70'], 'f_13': ['<=-0.20'], 'f_4': ['<=0.48'], 'f_3': ['>0.81']}"
vehicle,./data/numerical_only/balanced,"[[ 0.76814284  0.67112416  0.88257603  1.10781611  0.16567921  0.09407947
   0.51649629 -0.76006796  0.54707576  0.55153673  0.42626806  0.44787066
   0.03986474 -1.39821023 -0.68703208 -0.85136956  1.30957404  1.26003614]]",{'f_5': ['>=-0.23211409896612167']},{},{},"{'f_15': ['<-0.4942651093006134'], 'f_3': ['< -9.711630141027264 * f_14+-4.030771627267006', '< 35.413185092970934 * f_12+2.546545557755523'], 'f_17': ['<1.3609185218811035', '>=1.2446146607398987', '>= -0.941098642791182 * f_0+1.884331191469088', '>= -0.25989569716445815 * f_2+1.4689094232276172'], 'f_4': ['<0.17012284696102142'], 'f_1': ['< -0.38885411808068987 * f_6+0.9399319059814656'], 'f_8': ['>=-0.10431626252830029'], 'f_16': ['<1.4921948909759521'], 'f_9': ['<0.9177374839782715'], 'f_7': ['>= 0.639568232009135 * f_11+-1.1390388067632742'], 'f_10': ['>=-0.3964076340198517']}","{'f_2': ['>=-0.19595301896333694'], 'f_15': ['<0.8291219174861908'], 'f_4': ['<1.1170227527618408'], 'f_0': ['>=0.02093045972287655'], 'f_12': ['>=-0.03699389658868313'], 'f_16': ['>=0.6172593832015991'], 'f_13': ['<-0.06390140764415264'], 'f_9': ['<0.6189907491207123']}","{'f_2': ['>=0.11682409420609474'], 'f_5': ['<2.8175548315048218'], 'f_4': ['>=-1.5115004777908325'], 'f_17': ['>=0.8865495324134827'], 'f_0': ['>=0.7677036225795746'], 'f_8': ['>=-1.2926637530326843'], 'f_12': ['>=-0.023558635264635086'], 'f_1': ['<1.1141141057014465'], 'f_13': ['<1.5898867845535278'], 'f_11': ['<0.9055684506893158'], 'f_7': ['>=-1.1935074925422668']}","{'f_8': ['>-0.22'], 'f_13': ['<=-0.73'], 'f_0': ['>0.65']}"
vehicle,./data/numerical_only/balanced,"[[-0.08244465 -0.95061545  0.31159006  0.42027191  0.29252501 -0.12338291
   0.00483837 -0.11961229 -0.22494441 -0.96496522  0.36252564 -0.10143006
  -0.79020854 -0.06176705  0.1267294   1.38928574 -0.15139252 -0.08506238]]","{'f_15': ['<1.3892857432365417'], 'f_14': ['<0.838770717382431'], 'f_5': ['>=-0.23211409896612167'], 'f_0': ['>=-0.44698213040828705'], 'f_6': ['>=-0.2509905844926834'], 'f_10': ['>=-0.3545766621828079']}",{},{},"{'f_3': ['<1.2240675687789917'], 'f_17': ['>=-0.3316637650132179'], 'f_0': ['>=-0.12114480510354042'], 'f_12': ['>=-1.0361561477184296'], 'f_16': ['<0.26767775416374207'], 'f_9': ['<-0.23509624600410461'], 'f_7': ['>=-0.6746738851070404'], 'f_10': ['>=0.010716470889747143']}","{'f_2': ['>=-1.6551393866539001'], 'f_9': ['<-0.5992896556854248'], 'f_17': ['>=-1.2283961176872253'], 'f_0': ['>=-0.20787913352251053'], 'f_16': ['<0.025289149023592472'], 'f_11': ['<0.6262518167495728'], 'f_10': ['<0.3943968564271927']}","{'f_9': ['<-0.3750239312648773'], 'f_3': ['<1.1324899196624756'], 'f_17': ['>=-0.4052395820617676'], 'f_4': ['<1.7252604365348816'], 'f_0': ['>=-0.3204459398984909'], 'f_8': ['>=-1.289857804775238'], 'f_12': ['>=-1.0476301312446594'], 'f_1': ['<-0.750698059797287'], 'f_16': ['<-0.05391106382012367'], 'f_11': ['<1.2763808369636536'], 'f_7': ['>=-1.1118347644805908'], 'f_10': ['<1.2549196481704712']}","{'f_1': ['<=-0.79'], 'f_10': ['>-0.31'], 'f_5': ['>-0.34']}"
vehicle,./data/numerical_only/balanced,"[[-0.93303214 -0.78844149 -1.02071053 -0.89503005 -0.341704   -0.3408453
  -1.40974528  1.67366358 -1.38297467 -0.62030568 -1.39039111 -1.21702018
  -0.97466927 -1.26456592  0.1267294  -0.17917297  2.12122213  1.6635657 ]]","{'f_2': ['>=-1.0841534733772278'], 'f_14': ['<0.43188996613025665'], 'f_5': ['>=-0.4495764970779419'], 'f_4': ['<-0.2782811000943184'], 'f_10': ['<-0.8007736802101135']}",{},{},"{'f_16': ['<3.510042190551758', '>=1.1346060633659363'], 'f_9': ['>=-1.6657729744911194'], 'f_7': ['>=0.1792670302093029'], 'f_10': ['<-1.2623268365859985']}","{'f_2': ['<0.5442144572734833'], 'f_3': ['<-0.0853249803185463'], 'f_17': ['>=0.7844935655593872'], 'f_16': ['>=0.19333499670028687'], 'f_9': ['<0.10347934067249298'], 'f_7': ['>=1.4815269112586975']}","{'f_15': ['<1.3287419080734253'], 'f_3': ['<0.22425731271505356'], 'f_17': ['>=0.7080621123313904'], 'f_12': ['<1.2628584504127502'], 'f_16': ['>=-0.0690927542746067'], 'f_6': ['<-1.0937212705612183'], 'f_7': ['>=1.4018873572349548'], 'f_10': ['<0.7441477179527283']}","{'f_17': ['>0.72'], 'f_3': ['<=-0.84']}"
vehicle,./data/numerical_only/balanced,"[[ 1.13268034  1.31982     1.51700488  0.09144642 -0.8490872   0.31154185
   1.29903193 -1.14434136  1.31909594  1.37871962  0.99994991  1.24633871
   1.48480712  0.07187726  1.95769274  1.27725298 -0.31372213  0.18395733]]","{'f_14': ['>=1.0422110855579376'], 'f_5': ['>=-0.23211409896612167'], 'f_0': ['<1.5579740405082703', '>=1.071924090385437'], 'f_6': ['>=0.8626178205013275'], 'f_11': ['<1.5917752385139465'], 'f_7': ['>=-1.336478054523468']}",{},{},"{'f_2': ['>=1.5124027729034424'], 'f_11': ['>=1.2140506505966187'], 'f_17': ['< -0.5095156552932303 * f_4+-0.16177692101587718', '< 3.3561451130586053 * f_14+1.406093451901918', '>= 0.41959039164322237 * f_4+-0.2735376673294941'], 'f_0': ['<1.1428938508033752', '>=1.124372661113739'], 'f_1': ['>= 1.0517707378300312 * f_13+1.1008480984880105'], 'f_12': ['< -0.6198230337860156 * f_7+0.9725529920586184'], 'f_6': ['>=0.472854882478714', '>= -2.3735468103213786 * f_3+0.5656258496772918', '>= -2.860805051314239 * f_10+3.025438091161832'], 'f_9': ['>= -5.552699884522338 * f_16+-0.6155424369009083'], 'f_10': ['>=-0.27489863336086273']}","{'f_2': ['>=-1.0805861949920654'], 'f_3': ['>=-0.8053503930568695'], 'f_17': ['<0.3857221007347107'], 'f_0': ['>=0.041100386530160904'], 'f_1': ['>=-0.7073545157909393'], 'f_8': ['>=0.2347695678472519'], 'f_16': ['<0.3589831590652466'], 'f_11': ['>=0.6361181437969208']}","{'f_11': ['>=-0.5261471271514893'], 'f_17': ['<0.2858257219195366'], 'f_4': ['<-0.6158376634120941'], 'f_0': ['>=1.0218477845191956'], 'f_1': ['>=0.7490432560443878'], 'f_16': ['>=-0.4755217432975769'], 'f_6': ['>=0.9861710369586945'], 'f_13': ['<0.197250597178936'], 'f_9': ['>=0.29971209168434143'], 'f_7': ['<0.17532994970679283']}","{'f_6': ['>0.85'], 'f_4': ['<=-0.09'], 'f_13': ['<=0.34'], 'f_11': ['>0.81'], 'f_5': ['<=0.31'], 'f_14': ['>0.74']}"
vehicle,./data/numerical_only/balanced,"[[-1.05454464 -0.30191961 -1.02071053 -1.43310812 -0.975933   -0.3408453
  -0.56701459  0.64893451 -0.6109545  -0.06885043 -0.62548198 -0.65639367
   0.00912129  1.94289771 -1.29735319 -0.85136956 -1.61235907 -1.83369045]]","{'f_6': ['>=-0.7626485228538513'], 'f_0': ['<-0.7507633864879608']}",{},{},"{'f_13': ['>=0.9716457426548004'], 'f_1': ['>=-0.4746701270341873']}","{'f_2': ['<-0.8621033132076263'], 'f_15': ['<1.613351285457611'], 'f_1': ['>=-0.32230961322784424'], 'f_12': ['>=-0.1292242631316185'], 'f_8': ['<-0.19737396389245987'], 'f_16': ['<0.31232428550720215'], 'f_13': ['>=-0.9138330519199371'], 'f_7': ['<0.7129800915718079'], 'f_10': ['>=-1.5178759694099426']}","{'f_2': ['<0.311294749379158'], 'f_3': ['<2.295435667037964'], 'f_17': ['<0.14469104260206223'], 'f_0': ['<1.4364615678787231'], 'f_13': ['>=1.876075565814972']}","{'f_2': ['<=-0.77'], 'f_13': ['>0.34'], 'f_11': ['>-0.68'], 'f_5': ['<=-0.12']}"
satimage,./data/numerical_only/balanced,"[[-0.76385766  0.49924136  0.58395768  0.23346333 -0.45282988  0.68933105
   0.83419217  0.50197231 -0.1412363   0.70542176  0.61051402  0.24321652
  -0.75594542  0.15496835  0.28183557  0.12467171 -0.4459758   0.73557558
   0.76908846  0.49375426  0.08684212  0.92455558  1.07952827  0.49999942
  -0.45318779  0.68605749  0.8903345   0.59714623 -0.14348226  0.69468617
   0.65238026  0.59777434 -0.42686928  0.53280962  0.66380589  0.39337451]]","{'f_8': ['<0.48993879556655884'], 'f_32': ['<0.31945890933275223'], 'f_29': ['>=0.43205758929252625']}",{},{},"{'f_17': ['>=0.34401293098926544'], 'f_4': ['<-0.37313471734523773'], 'f_1': ['>=-0.7588810324668884'], 'f_9': ['>=-0.4054408669471741'], 'f_21': ['>=-0.5237010419368744']}","{'f_26': ['>=-1.4496832489967346'], 'f_17': ['>=-0.2738147974014282'], 'f_0': ['<-0.23832805454730988'], 'f_8': ['<0.9217656552791595'], 'f_12': ['<-0.46253280341625214'], 'f_25': ['>=-0.4687027931213379'], 'f_20': ['>=-1.7094671130180359'], 'f_11': ['>=-0.803643673658371'], 'f_32': ['<0.8338221609592438'], 'f_21': ['>=0.13522066175937653']}","{'f_19': ['>=-0.9243813157081604'], 'f_1': ['>=-2.2106451988220215'], 'f_12': ['<-0.6332346498966217'], 'f_25': ['>=0.006261683069169521'], 'f_13': ['>=-0.4062008857727051'], 'f_9': ['>=0.3885453939437866'], 'f_10': ['<1.2551099061965942'], 'f_21': ['>=0.12210540845990181']}","{'f_9': ['>-0.52'], 'f_24': ['<=-0.08'], 'f_21': ['>0.88']}"
satimage,./data/numerical_only/balanced,"[[1.07437239 0.80519619 0.70412115 0.4451053  1.09629746 0.82042869
  0.41408113 0.44918478 1.41813733 1.01165706 0.73074522 0.45392606
  1.08273281 0.85527468 0.82178809 0.70561041 1.10556976 0.69191267
  0.82890252 0.28365935 1.12710027 0.70604538 0.54155897 0.49999942
  1.38775922 0.86148813 0.58939079 0.4918556  1.11668701 0.69468617
  0.59251161 0.49277258 1.43895173 0.88344842 0.84350827 0.70819827]]",{'f_24': ['>=0.6881992220878601']},{},{},"{'f_15': ['<2.2588276863098145'], 'f_28': ['>=-1.4481286406517029'], 'f_8': ['>=-1.604076862335205'], 'f_1': ['>=0.3193865567445755'], 'f_25': ['<3.555014133453369'], 'f_20': ['>=0.9041878581047058'], 'f_35': ['>=0.13044219464063644'], 'f_24': ['>=-1.0260907411575317'], 'f_18': ['<1.3074148893356323'], 'f_32': ['>=1.1392401456832886']}","{'f_17': ['>=-0.17538253217935562'], 'f_8': ['>=-0.873420000076294'], 'f_12': ['>=-0.06872524879872799'], 'f_20': ['<1.38716459274292'], 'f_29': ['>=-0.03179508028551936'], 'f_22': ['>=-0.5642692148685455'], 'f_18': ['>=0.1515023037791252'], 'f_30': ['<1.2211304306983948'], 'f_21': ['>=0.400243878364563']}","{'f_23': ['>=-0.49615105986595154'], 'f_26': ['<0.8602399230003357'], 'f_3': ['<1.7372120022773743'], 'f_15': ['<0.8112351298332214'], 'f_17': ['>=0.03215925977565348'], 'f_28': ['>=0.12570933625102043'], 'f_35': ['>=-0.26250791549682617'], 'f_24': ['>=1.2036647200584412'], 'f_7': ['>=-0.02613912709057331'], 'f_21': ['>=-1.0010462701320648']}","{'f_21': ['>0.09'], 'f_16': ['>0.81'], 'f_9': ['>0.88']}"
