@relation affective
@attribute meanBPM {low,normal,high}
@attribute BPMtrend {descending,small_descend,steady,small_ascend,ascending}
@attribute skinTemp {low,normal,high,v_high}
@attribute skinConductPeaks {0,1,2,more}
@attribute meanSkinCond {below_normal,normal,above_normal}
@attribute respirDepth {shallow, deep}
@attribute respirFreq {slow,typical,fast}
@attribute bloodPressure {steady,lightly_higher,big_jump}
@attribute emotion {anxiety,calm,confusion,stress}
@data
low,descending,low,1,below_normal,shallow,typical,lightly_higher,anxiety[0.3298001858618349];stress[0.3258892684630278];confusion[0.2892143859135392];calm[0.055046159761598025]
low,descending,low,1,below_normal,shallow,typical,big_jump,anxiety[0.3133107412331051];stress[0.24733188675436818];confusion[0.22902126990463162];calm[0.2102861021078952]
low,descending,low,1,below_normal,shallow,fast,steady,confusion[0.3663981394049968];anxiety[0.29152013747538724];stress[0.1822532418601469];calm[0.15977848125946914]
low,descending,low,1,below_normal,shallow,fast,lightly_higher,anxiety[0.49235622269252866];confusion[0.24103283931878944];calm[0.14456305269206707];stress[0.12199788529661482]
low,descending,low,1,below_normal,shallow,fast,big_jump,anxiety[0.5139707853052372];confusion[0.24329362513431563];stress[0.21347829476838034];calm[0.029207294792066837]
low,descending,low,1,below_normal,deep,slow,lightly_higher,stress[0.46432899961862295];anxiety[0.35816837383816524];calm[0.15350886836512326];confusion[0.02394375817808859]
low,descending,low,1,below_normal,deep,slow,big_jump,anxiety[0.3435836852351366];calm[0.2894123190533078];confusion[0.2882557539134162];stress[0.07869824179813945]
low,descending,low,1,below_normal,deep,typical,lightly_higher,calm[0.3644986616772521];anxiety[0.3404265987520569];stress[0.23533803606600417];confusion[0.0596867035046869]
low,descending,low,1,below_normal,deep,typical,big_jump,anxiety[0.356418437149097];confusion[0.3173775970622588];calm[0.17402779963848336];stress[0.15212616615016078]
low,descending,low,1,below_normal,deep,fast,steady,confusion[0.4695696143799895];anxiety[0.2537395976751997];stress[0.2514391413034256];calm[0.025201646641385196]
low,descending,low,1,below_normal,deep,fast,lightly_higher,stress[0.34967719753162896];calm[0.29809641367169515];confusion[0.2383844875795512];anxiety[0.11379190121712479]
low,descending,low,1,below_normal,deep,fast,big_jump,anxiety[0.4000407796438811];stress[0.2253205726470367];confusion[0.1951990029157434];calm[0.17938964479333896]
low,descending,low,1,normal,shallow,slow,lightly_higher,confusion[0.39346109729136153];calm[0.348787481347423];stress[0.2074325136710755];anxiety[0.050268907690139926]
low,descending,low,1,normal,shallow,slow,big_jump,anxiety[0.3941997368948353];stress[0.22438006945989353];calm[0.20016790382334024];confusion[0.181202289821931]
low,descending,low,1,normal,shallow,typical,lightly_higher,confusion[0.4698769329415303];stress[0.3652360392882833];anxiety[0.08260845035358193];calm[0.08222857741660447]
low,descending,low,1,normal,shallow,typical,big_jump,anxiety[0.3558488686581814];confusion[0.3253510305904989];calm[0.2559863437066276];stress[0.06276375704469214]
low,descending,low,1,normal,shallow,fast,steady,anxiety[0.49520277803069546];stress[0.2229385776159922];calm[0.14784268791468091];confusion[0.1339659564386313]
low,descending,low,1,normal,shallow,fast,lightly_higher,confusion[0.2780764636423779];anxiety[0.2726090520118692];stress[0.246506751100708];calm[0.20275773324504484]
low,descending,low,1,normal,shallow,fast,big_jump,anxiety[0.4084034652764783];confusion[0.3678199395572635];stress[0.2236503049087893];calm[7.629025746894662E-5]
low,descending,low,1,normal,deep,slow,lightly_higher,confusion[0.39906309936737133];anxiety[0.22365528449323696];calm[0.18965625000282305];stress[0.18757536613656867]
low,descending,low,1,normal,deep,slow,big_jump,anxiety[0.35286452168086274];stress[0.35050462187723636];confusion[0.2499206281073516];calm[0.046660228334549296]
low,descending,low,1,normal,deep,typical,lightly_higher,confusion[0.35903993333034];calm[0.33202714840302444];anxiety[0.22249908546971442];stress[0.08638383279692105]
low,descending,low,1,normal,deep,typical,big_jump,confusion[0.3269314993455551];stress[0.29080116908161957];calm[0.21834399766544552];anxiety[0.16387333390737982]
low,descending,low,1,normal,deep,fast,steady,confusion[0.33706413919484546];anxiety[0.3014611081562956];calm[0.2994649517904757];stress[0.06195980085838319]
low,descending,low,1,normal,deep,fast,lightly_higher,confusion[0.3851570403118956];anxiety[0.2866171563328108];stress[0.27616687867563916];calm[0.05200892467965437]
low,descending,low,1,normal,deep,fast,big_jump,anxiety[0.6864949318528537];calm[0.20156347304726072];confusion[0.08460319572524842];stress[0.027288399374637135]
low,descending,low,1,above_normal,shallow,slow,steady,anxiety[0.3805724277357189];confusion[0.290180221904651];calm[0.17922005478458644];stress[0.1499772955750437]
low,descending,low,1,above_normal,shallow,slow,lightly_higher,confusion[0.34958504283430286];anxiety[0.2951902172859131];stress[0.1965981010527085];calm[0.1585766388270754]
low,descending,low,1,above_normal,shallow,slow,big_jump,anxiety[0.3889389669670422];confusion[0.3542475762613842];stress[0.24427605092966193];calm[0.012487405841911626]
low,descending,low,1,above_normal,shallow,typical,steady,confusion[0.40679118587655305];anxiety[0.28241520088635996];calm[0.2558708123341577];stress[0.05487280090292924]
low,descending,low,1,above_normal,shallow,typical,lightly_higher,confusion[0.3148433266301485];anxiety[0.2399917327261888];stress[0.23010559295856722];calm[0.21500934768509553]
low,descending,low,1,above_normal,shallow,typical,big_jump,anxiety[0.41053714369948363];calm[0.37135305958205506];confusion[0.18913168258399937];stress[0.028928114134461905]
low,descending,low,1,above_normal,shallow,fast,steady,confusion[0.5901905225530147];anxiety[0.18935756321434788];stress[0.12386345847348132];calm[0.09653845575915604]
low,descending,low,1,above_normal,shallow,fast,lightly_higher,confusion[0.5188955250715829];anxiety[0.2489511634437188];calm[0.17673686828034518];stress[0.05536644320435317]
low,descending,low,1,above_normal,shallow,fast,big_jump,anxiety[0.32790402200663105];calm[0.2919986227262871];stress[0.25807538064206037];confusion[0.12197197462502145]
low,descending,low,1,above_normal,deep,slow,steady,confusion[0.3524980626879642];calm[0.2853231575478837];anxiety[0.22268664432980412];stress[0.13944213543434802]
low,descending,low,1,above_normal,deep,slow,lightly_higher,confusion[0.3555490673219047];anxiety[0.3350031804845683];calm[0.292686173040307];stress[0.016711579153219934]
low,descending,low,1,above_normal,deep,slow,big_jump,anxiety[0.4890431830330711];stress[0.2843841025673406];confusion[0.20059228667173168];calm[0.025930427727856507]
low,descending,low,1,above_normal,deep,typical,steady,confusion[0.35149329747450525];anxiety[0.3180659114267111];stress[0.19173383725943052];calm[0.1386569538393531]
low,descending,low,1,above_normal,deep,typical,lightly_higher,confusion[0.2847365684851174];anxiety[0.2623599789097118];calm[0.2592925266124924];stress[0.19356092599267835]
low,descending,low,1,above_normal,deep,typical,big_jump,calm[0.3190942030172995];stress[0.2816509274319906];anxiety[0.2650229067272821];confusion[0.1341819628234277]
low,descending,low,1,above_normal,deep,fast,steady,stress[0.5006151141339997];anxiety[0.3744520627830654];calm[0.11019158733519992];confusion[0.014691235747734984]
low,descending,low,1,above_normal,deep,fast,lightly_higher,confusion[0.5063897866344115];anxiety[0.4165562268789105];stress[0.0440866021085754];calm[0.03291738437810262]
low,descending,low,1,above_normal,deep,fast,big_jump,anxiety[0.4282727362970066];confusion[0.3427053321965207];stress[0.11959415581397854];calm[0.10937777569249416]
low,descending,low,2,below_normal,shallow,slow,lightly_higher,confusion[0.3269658933198645];calm[0.27465172985792946];anxiety[0.2536489487861831];stress[0.1446834280360229]
low,descending,low,2,below_normal,shallow,slow,big_jump,anxiety[0.3646333269488499];confusion[0.2762732624462387];stress[0.24006638581264314];calm[0.11897702479226814]
low,descending,low,2,below_normal,shallow,typical,lightly_higher,confusion[0.31809642286465056];stress[0.3131272871900498];calm[0.19864974820998907];anxiety[0.17007654173531053]
low,descending,low,2,below_normal,shallow,typical,big_jump,calm[0.3034824888338537];stress[0.3021857884296972];anxiety[0.2811481711306135];confusion[0.11313355160583541]
low,descending,low,2,below_normal,shallow,fast,steady,calm[0.3679670754180681];confusion[0.27522089052304166];stress[0.2085700184525734];anxiety[0.1481920156063168]
low,descending,low,2,below_normal,shallow,fast,lightly_higher,confusion[0.3746112093899359];stress[0.3055626822529606];anxiety[0.2790437891952017];calm[0.04073231916190176]
low,descending,low,2,below_normal,shallow,fast,big_jump,anxiety[0.5913615540721662];calm[0.19184652851264086];confusion[0.12468273426869739];stress[0.0920591831464956]
low,descending,low,2,below_normal,deep,slow,steady,confusion[0.49383306331918114];anxiety[0.3836023943933367];calm[0.06297784146385486];stress[0.05953670082362736]
low,descending,low,2,below_normal,deep,slow,lightly_higher,confusion[0.35002679699765477];stress[0.329945557335458];calm[0.30789147576109216];anxiety[0.01208616990579513]
low,descending,low,2,below_normal,deep,slow,big_jump,anxiety[0.31760872688662256];confusion[0.3105148991039229];stress[0.2711380050092324];calm[0.10068836900022204]
low,descending,low,2,below_normal,deep,typical,steady,confusion[0.4351327396472311];calm[0.4017485999950829];anxiety[0.14324640930622917];stress[0.0198222510514569]
low,descending,low,2,below_normal,deep,typical,lightly_higher,confusion[0.41243239301729345];anxiety[0.3252966597040203];calm[0.19823209421291685];stress[0.06398885306576935]
low,descending,low,2,below_normal,deep,typical,big_jump,calm[0.3077174040444126];confusion[0.29043740014321556];stress[0.22838914667909363];anxiety[0.17340604913327837]
low,descending,low,2,below_normal,deep,fast,steady,confusion[0.41614733837581486];calm[0.2997203340397128];stress[0.22441403944675892];anxiety[0.05966828813771342]
low,descending,low,2,below_normal,deep,fast,lightly_higher,confusion[0.4658818409349228];stress[0.4644746805752455];anxiety[0.043883968931730646];calm[0.025709509558101022]
low,descending,low,2,below_normal,deep,fast,big_jump,confusion[0.37177493397468137];stress[0.31177432266329924];anxiety[0.22066149833751755];calm[0.09573924502450187]
low,descending,low,2,normal,shallow,slow,steady,confusion[0.4586811780808856];anxiety[0.44588034903224216];calm[0.05703477253828514];stress[0.03835370034858705]
low,descending,low,2,normal,shallow,slow,lightly_higher,calm[0.36116654086931027];anxiety[0.26285398513337804];stress[0.22707921208654258];confusion[0.14885026191076917]
low,descending,low,2,normal,shallow,slow,big_jump,anxiety[0.5544477768784901];calm[0.20183826508859565];confusion[0.15364605265937042];stress[0.09001790537354391]
low,descending,low,2,normal,shallow,typical,steady,anxiety[0.4677069879258456];stress[0.442812712866065];calm[0.0643104857768589];confusion[0.025119813431230563]
low,descending,low,2,normal,shallow,typical,lightly_higher,confusion[0.28766502775899766];calm[0.2505528321076108];anxiety[0.24250804552488853];stress[0.2192240946085031]
low,descending,low,2,normal,shallow,typical,big_jump,anxiety[0.30765185732964945];confusion[0.2760433151083948];stress[0.2111587105858662];calm[0.20509611697608957]
low,descending,low,2,normal,shallow,fast,steady,stress[0.504095683785496];anxiety[0.22272841795983542];confusion[0.20444260745779888];calm[0.0686832907968696]
low,descending,low,2,normal,shallow,fast,lightly_higher,anxiety[0.4895000957634105];confusion[0.20879294018538866];calm[0.17845916617814875];stress[0.12319779787305206]
low,descending,low,2,normal,shallow,fast,big_jump,anxiety[0.40553157260035455];stress[0.24645552483930935];calm[0.2371583095121066];confusion[0.11080459304822944]
low,descending,low,2,normal,deep,slow,steady,confusion[0.3692620816683416];stress[0.3375556901421021];calm[0.266907689184975];anxiety[0.026224539004581285]
low,descending,low,2,normal,deep,slow,lightly_higher,confusion[0.6898437023926975];calm[0.18265682145088794];stress[0.12126833322330345];anxiety[0.0061811429331109415]
low,descending,low,2,normal,deep,slow,big_jump,anxiety[0.3769507638040616];calm[0.31343354359410824];confusion[0.18798314757293053];stress[0.12158254502889959]
low,descending,low,2,normal,deep,typical,steady,confusion[0.31956856701675473];anxiety[0.31724111781708875];calm[0.2696560972010193];stress[0.09348421796513735]
low,descending,low,2,normal,deep,typical,lightly_higher,confusion[0.3631307125350362];anxiety[0.2558612533232794];stress[0.236741221190985];calm[0.1442168129506994]
low,descending,low,2,normal,deep,typical,big_jump,anxiety[0.36246698234282826];confusion[0.3216798398870424];stress[0.2574743610192431];calm[0.05832881675088619]
low,descending,low,2,normal,deep,fast,steady,confusion[0.3235722247912195];anxiety[0.29452587846291295];stress[0.19514478847920386];calm[0.18670710826666373]
low,descending,low,2,normal,deep,fast,lightly_higher,confusion[0.37090895295862053];stress[0.2661046328744215];anxiety[0.1892325593512297];calm[0.17370385481572823]
low,descending,low,2,normal,deep,fast,big_jump,anxiety[0.5237671980667372];stress[0.23971170203635897];confusion[0.16238124957226768];calm[0.07408985032463612]
low,descending,low,2,above_normal,shallow,slow,steady,confusion[0.31177153780876327];anxiety[0.2572843452348222];stress[0.2183116840634745];calm[0.21258243289294]
low,descending,low,2,above_normal,shallow,slow,lightly_higher,confusion[0.6192299239427587];calm[0.22152693382214272];stress[0.12150975071815827];anxiety[0.03768339151694021]
low,descending,low,2,above_normal,shallow,slow,big_jump,anxiety[0.2859634222401567];stress[0.28478364280670637];calm[0.23021798629539963];confusion[0.1989849486577372]
low,descending,low,2,above_normal,shallow,typical,steady,confusion[0.5045594545531539];stress[0.36634620629998976];calm[0.12315623257402142];anxiety[0.0058881065728348695]
low,descending,low,2,above_normal,shallow,typical,lightly_higher,confusion[0.4316789949815997];stress[0.27571533040446966];anxiety[0.26464296250300334];calm[0.027912712110927197]
low,descending,low,2,above_normal,shallow,typical,big_jump,confusion[0.5991846347777176];stress[0.3225060432568171];anxiety[0.06358791174822441];calm[0.014671410217240865]
low,descending,low,2,above_normal,shallow,fast,steady,confusion[0.3174921197066838];calm[0.26326456641289264];anxiety[0.2579303287799061];stress[0.16126298510051743]
low,descending,low,2,above_normal,shallow,fast,lightly_higher,confusion[0.5369778755097714];stress[0.4029621332381716];anxiety[0.038808676239129];calm[0.0212013150129279]
low,descending,low,2,above_normal,shallow,fast,big_jump,anxiety[0.683814599856039];stress[0.12041042774842947];confusion[0.11720331391134946];calm[0.07852165848418201]
low,descending,low,2,above_normal,deep,slow,steady,confusion[0.5934451785030556];calm[0.29740803373361147];anxiety[0.08373345978311678];stress[0.02536332798021611]
low,descending,low,2,above_normal,deep,slow,lightly_higher,anxiety[0.32752569978005197];stress[0.31611899479272215];confusion[0.18690793235759207];calm[0.16939737306963376]
low,descending,low,2,above_normal,deep,slow,big_jump,anxiety[0.48546596112371154];calm[0.33152298207680786];confusion[0.17642593853178073];stress[0.006535118267699918]
low,descending,low,2,above_normal,deep,typical,steady,confusion[0.43651925360051813];anxiety[0.37310288638644695];stress[0.11313372559880916];calm[0.0771941344142257]
low,descending,low,2,above_normal,deep,typical,lightly_higher,confusion[0.4036825683545203];anxiety[0.32059653939152116];calm[0.2159267479359553];stress[0.059744144318003053]
low,descending,low,2,above_normal,deep,typical,big_jump,anxiety[0.31933545374101874];confusion[0.28334261130369726];calm[0.252825160159643];stress[0.14444677479564091]
low,descending,low,2,above_normal,deep,fast,steady,confusion[0.29364449200364756];calm[0.28348911398685667];stress[0.2254320622992585];anxiety[0.19738433171023714]
low,descending,low,2,above_normal,deep,fast,lightly_higher,calm[0.4293822610738267];stress[0.2841575599606361];confusion[0.24009003987383323];anxiety[0.04632013909170397]
low,descending,low,2,above_normal,deep,fast,big_jump,anxiety[0.40679284012640254];confusion[0.34570703866711155];calm[0.13484399945663875];stress[0.11260612174984715]
low,descending,low,more,below_normal,shallow,slow,lightly_higher,confusion[0.3493610201120805];calm[0.3371340180869165];stress[0.16356050721032175];anxiety[0.1498944545906813]
low,descending,low,more,below_normal,shallow,slow,big_jump,anxiety[0.42270214433345654];confusion[0.32499576970502236];stress[0.12932763412991777];calm[0.12292445183160325]
low,descending,low,more,below_normal,shallow,typical,lightly_higher,confusion[0.45070507871066473];calm[0.2602120406228563];anxiety[0.24059087515223687];stress[0.04844200551424201]
low,descending,low,more,below_normal,shallow,typical,big_jump,anxiety[0.38275118367335953];confusion[0.26204188951029805];stress[0.17863677239246467];calm[0.17652015442387767]
low,descending,low,more,below_normal,shallow,fast,steady,anxiety[0.37625121279248436];calm[0.3254188996201087];confusion[0.2535576026061332];stress[0.04472228498127373]
low,descending,low,more,below_normal,shallow,fast,lightly_higher,confusion[0.45748718095424784];calm[0.34205376180833486];anxiety[0.10332099942334713];stress[0.09708805781407014]
low,descending,low,more,below_normal,shallow,fast,big_jump,anxiety[0.36977089503705235];stress[0.34217375435196157];calm[0.2032874054180753];confusion[0.0847179451929107]
low,descending,low,more,below_normal,deep,slow,steady,confusion[0.40644092001875953];calm[0.25129490408093885];stress[0.21840182275390588];anxiety[0.12381235314639556]
low,descending,low,more,below_normal,deep,slow,lightly_higher,anxiety[0.49207116842564863];calm[0.31537644709898194];stress[0.12516436971794961];confusion[0.06733801475741986]
low,descending,low,more,below_normal,deep,slow,big_jump,stress[0.42250747838681885];anxiety[0.2905774018674864];confusion[0.22830346906670274];calm[0.058561650678992]
low,descending,low,more,below_normal,deep,typical,steady,confusion[0.3939019635768549];stress[0.39277561126792726];anxiety[0.150528348387959];calm[0.06274407676725886]
low,descending,low,more,below_normal,deep,typical,lightly_higher,confusion[0.8143381378254868];anxiety[0.11656587437654507];stress[0.06115135334713982];calm[0.007894634450828325]
low,descending,low,more,below_normal,deep,typical,big_jump,anxiety[0.26521120936465575];stress[0.25764034379790673];calm[0.2426954092181315];confusion[0.234403037619306]
low,descending,low,more,below_normal,deep,fast,steady,confusion[0.41681214591028865];calm[0.2655609232967337];anxiety[0.1897551839298544];stress[0.12782174686312325]
low,descending,low,more,below_normal,deep,fast,lightly_higher,confusion[0.29827839227899783];anxiety[0.2960396961335111];calm[0.2674606438262387];stress[0.13817126776125244]
low,descending,low,more,below_normal,deep,fast,big_jump,anxiety[0.5022456676917796];confusion[0.41897769913304556];stress[0.04778827387423205];calm[0.0309383593009428]
low,descending,low,more,normal,shallow,slow,steady,confusion[0.6861144945915331];anxiety[0.21273248933045202];calm[0.09472817007592592];stress[0.006374846002089064]
low,descending,low,more,normal,shallow,slow,lightly_higher,calm[0.41606523715176935];stress[0.2753749066333763];anxiety[0.23405543344051175];confusion[0.07445442277434261]
low,descending,low,more,normal,shallow,slow,big_jump,anxiety[0.6090907863334752];calm[0.2802277341096395];confusion[0.09407741880792242];stress[0.016554060748962842]
low,descending,low,more,normal,shallow,typical,steady,confusion[0.43166210209465705];stress[0.23170580616673897];calm[0.21419077377824633];anxiety[0.12239131796035768]
low,descending,low,more,normal,shallow,typical,lightly_higher,confusion[0.4161347160718031];calm[0.3259191183230121];anxiety[0.24578484875846565];stress[0.012111316846719096]
low,descending,low,more,normal,shallow,typical,big_jump,anxiety[0.31290772571106157];stress[0.279855425117437];confusion[0.2647356579572052];calm[0.14245119121429622]
low,descending,low,more,normal,shallow,fast,steady,confusion[0.3369519453305362];calm[0.31828166899609345];stress[0.2671963261600754];anxiety[0.07752005951329506]
low,descending,low,more,normal,shallow,fast,lightly_higher,confusion[0.4073605565207023];anxiety[0.34930396944946474];calm[0.16614402259182512];stress[0.07714145143800782]
low,descending,low,more,normal,shallow,fast,big_jump,stress[0.34273427778000365];calm[0.2518360653859638];anxiety[0.2506931411230721];confusion[0.15468651571096045]
low,descending,low,more,normal,deep,slow,steady,confusion[0.363611061741373];calm[0.3214085941440451];anxiety[0.21631595474737284];stress[0.09861438936720907]
low,descending,low,more,normal,deep,slow,lightly_higher,confusion[0.42881729308807115];stress[0.3069375296539544];calm[0.16738751690437847];anxiety[0.0968076603535959]
low,descending,low,more,normal,deep,slow,big_jump,anxiety[0.5855739131139053];stress[0.30587103211062344];confusion[0.07673782280160517];calm[0.03176723197386613]
low,descending,low,more,normal,deep,typical,steady,confusion[0.42607418485865767];anxiety[0.2535624995136821];stress[0.2523433582946798];calm[0.06796995733298038]
low,descending,low,more,normal,deep,typical,lightly_higher,confusion[0.404116150340287];calm[0.3489334013104629];stress[0.1367863708636566];anxiety[0.1101140774855935]
low,descending,low,more,normal,deep,typical,big_jump,anxiety[0.4384293267036736];stress[0.39112014466886963];confusion[0.14838759939502788];calm[0.02201292923242886]
low,descending,low,more,normal,deep,fast,steady,stress[0.3863497739835928];confusion[0.324281842643191];calm[0.1981376683559034];anxiety[0.09118071501731274]
low,descending,low,more,normal,deep,fast,lightly_higher,confusion[0.34337475788176436];anxiety[0.2747814332055692];calm[0.21474672393511574];stress[0.1670470849775508]
low,descending,low,more,normal,deep,fast,big_jump,anxiety[0.3908045589989582];stress[0.3536224796450988];calm[0.2219721968186295];confusion[0.03355076453731346]
low,descending,low,more,above_normal,shallow,slow,steady,confusion[0.3272992113105584];calm[0.30776174430699055];anxiety[0.2805384924200989];stress[0.08435055196235229]
low,descending,low,more,above_normal,shallow,slow,lightly_higher,confusion[0.5473309368711401];calm[0.3916680695156466];stress[0.05786008261382429];anxiety[0.003090910999388938]
